,Node,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
61,zen_kakyuni,0.001457991616548205,24940.0,0.11161541909729684,0.0005975578851321235
62,ruanggalau_id,0.001457991616548205,21826.0,0.060827976404255704,3.730431421628547e-11
64,akunbantukamu,0.001457991616548205,19225.3292080521,0.14547206575493235,0.03952447957893217
66,yukbisaayuk,0.001457991616548205,17288.559331472978,0.13818431699210262,0.027542226356002286
65,schcampus,0.001457991616548205,16114.635076034492,0.13808763953152048,0.0125732218137486
63,sygfess,0.001457991616548205,11574.18230737643,0.12987931526895366,0.010435646333187153
73,egynuramal,0.0012757426644796792,133510.18512463002,0.11006626153624632,5.651452167506744e-05
80,zenbyzaa,0.0012757426644796792,48253.836612375955,0.15819390817824197,0.04922125337498313
68,ftievi,0.0012757426644796792,30245.945057050667,0.15135986664395698,0.043806216888515874
78,amsterdamlaf,0.0012757426644796792,29913.30449276189,0.15256887356639,0.04495948682164157
76,jiunromyy_,0.0012757426644796792,29591.5,0.07471543196355328,1.2848906668239052e-08
82,yeopoppaaaaaa,0.0012757426644796792,28556.036042368727,0.13821657290176464,0.026299869836604286
72,ci_opy,0.0012757426644796792,25073.421520145705,0.0872646588196836,2.3796969356321932e-07
77,takatashilla,0.0012757426644796792,24758.927957328404,0.08119757713276406,4.910216670908284e-08
81,atikazahra3176,0.0012757426644796792,20581.226569550192,0.10343908431453323,5.435383520060137e-06
70,zeniusambis,0.0012757426644796792,16214.153616345062,0.1381305905858071,0.026246216734513175
75,englishfess_,0.0012757426644796792,16142.050172982817,0.12833112230410917,0.006498685726643276
69,panggilajazul,0.0012757426644796792,14639.528777486385,0.10290576960569339,0.00023144335769693898
74,mauliana_sella,0.0012757426644796792,12079.416561628148,0.14325478991399027,0.03173578403040456
79,pfmmipy,0.0012757426644796792,11522.929837569609,0.14542442856598276,0.03900947576326638
71,fakirotak,0.0012757426644796792,27.0,0.0012959925480428487,1.2183509799293838e-83
92,pacarjaemln,0.0010934937124111536,46389.30932186107,0.07635001267658725,1.2271628978546234e-08
87,habiby_haniatul,0.0010934937124111536,37993.13758059101,0.08907629099054654,1.657220053046013e-07
95,treasure_bllbrd,0.0010934937124111536,34260.0,0.06266481091238858,4.044257344598954e-11
94,babysahiwoo,0.0010934937124111536,33118.97179842199,0.08981491530657697,2.5407022980922715e-07
102,pffyluf,0.0010934937124111536,23884.078265225824,0.15250338211997588,0.04489293736429266
83,lvreinn,0.0010934937124111536,18239.269152854806,0.0891030996656039,2.5811161335402864e-07
89,memeykarta,0.0010934937124111536,15673.425925034953,0.1226598118307885,0.002256903664889694
103,bucincimolll,0.0010934937124111536,15595.0,0.12071759394722929,0.0019728226311481654
93,txtapaadanya,0.0010934937124111536,15595.0,0.11122405578445177,0.0011061830162929038
108,ciociloq,0.0010934937124111536,15595.0,0.07463381349243642,1.227517482760406e-08
85,voile27,0.0010934937124111536,15051.735945879755,0.1454125241432121,0.038223707688473475
105,hiyifa,0.0010934937124111536,13450.156081388475,0.12930262009997665,0.0066821193557581
110,yoriku7,0.0010934937124111536,12827.350092314708,0.13145559053751787,0.013728833589956904
99,n00nabubble,0.0010934937124111536,12714.327908503506,0.1213691852236594,0.001700458591845509
90,taeexyz,0.0010934937124111536,12593.509516506776,0.11743748478999598,0.0015341681800669059
106,askrlfess,0.0010934937124111536,12500.697778681884,0.11735214341900503,0.002386306149550694
104,overthinkingboo,0.0010934937124111536,10558.45830626393,0.1454125241432121,0.038532754782214226
97,nasculfadhil,0.0010934937124111536,9936.503600942588,0.13821657290176464,0.026554970424446822
96,convomfs,0.0010934937124111536,9886.56604530661,0.12811823980767972,0.004585540407399607
100,justjustinpark,0.0010934937124111536,9441.666666666666,0.07636970743480134,2.0674575719577258e-08
101,yoonjeyi,0.0010934937124111536,9353.904887259467,0.13605693895017457,0.008805606144694077
98,sharon_zenius,0.0010934937124111536,9177.279795233704,0.14325478991399027,0.03157517681128591
88,obsidiaine,0.0010934937124111536,7146.088910456961,0.1273649813532286,0.008521187610458125
109,jeongwooxharuto,0.0010934937124111536,55.0,0.0012757426644796792,5.7275347817038464e-83
91,mnetkr,0.0010934937124111536,35.0,0.0009592050108869768,1.0197059607363116e-85
107,zenius_fox,0.0010934937124111536,20.0,0.0011162748314197193,6.443879249727764e-86
84,cittairlanie,0.0010934937124111536,15.0,0.0010934937124111536,2.057613781940811e-86
86,dekapanfiksii,0.0010934937124111536,15.0,0.0010934937124111536,2.057613781940811e-86
136,starfess,0.0009112447603426281,187290.5320091911,0.13356085676191573,0.0019366995091734504
112,hynskcallmyname,0.0009112447603426281,183233.0002507472,0.1174607812559333,8.292485630196385e-05
123,avomilk3,0.0009112447603426281,120196.7264755251,0.10537814527694601,5.8332452600860736e-06
119,fiyybby_,0.0009112447603426281,44668.750619171115,0.10220709982356037,5.3544483092539936e-06
158,kim_bangjeon,0.0009112447603426281,36492.6760988591,0.10344510802081756,5.459674366151984e-06
142,shlghtsun,0.0009112447603426281,32358.46954279841,0.08969700035010499,5.002375835416467e-07
151,harukyutipie,0.0009112447603426281,28038.0,0.08585593982278777,2.8759755751989716e-07
111,liaaaaa36676612,0.0009112447603426281,27738.261857277354,0.10514735379030894,6.075645389110774e-06
139,literally_pao,0.0009112447603426281,25577.69841476485,0.08105678279413549,1.9079286818833295e-08
138,kimkyu991,0.0009112447603426281,23720.9419842643,0.09031264400495599,4.89179100208512e-07
113,junkyua18,0.0009112447603426281,21820.0,0.08809558594194997,2.5594194101303065e-07
157,chandyew,0.0009112447603426281,18705.0,0.08891132663964559,3.6477510747170577e-07
137,watanabe_din,0.0009112447603426281,18171.43767080399,0.08223124687220994,5.0945356162002064e-08
134,aurellovee,0.0009112447603426281,15996.897825288937,0.12195245056525326,0.007337054147769318
131,areajulid,0.0009112447603426281,15796.0591271771,0.12835894175399082,0.0038452530100050964
114,ayraprpl,0.0009112447603426281,15594.0,0.07751950228817278,2.1312277057455504e-08
129,7chilleader,0.0009112447603426281,15158.055688852779,0.10687439955077788,8.875684057843018e-06
146,sedikidnormal,0.0009112447603426281,14860.862346818145,0.14562710238838164,0.03847983515620049
141,___jeslynn,0.0009112447603426281,14331.117430387878,0.15480256164997638,0.04680144562028856
155,iiasahii,0.0009112447603426281,13597.10565823061,0.07199024903479145,2.5504897221604534e-09
156,fajrisp5,0.0009112447603426281,12677.207478066392,0.1467580465080535,0.03966346474186083
120,asdfghjklhftt,0.0009112447603426281,12478.0,0.12797056371540086,0.005147164104099769
147,itzjaraaa,0.0009112447603426281,12478.0,0.12797056371540086,0.005147164104099769
150,syifakyung,0.0009112447603426281,12478.0,0.12135260246847104,0.002127686344067843
117,jaemcityx,0.0009112447603426281,12478.0,0.11126585624387593,0.0011205126660316575
124,prkdlx,0.0009112447603426281,12478.0,0.11119620625561685,0.001104186696095043
135,ambverss,0.0009112447603426281,12478.0,0.10047849962856945,0.0003124625745036633
161,tetehcarat,0.0009112447603426281,12478.0,0.05921395362957029,2.3188322752295125e-11
145,pejuangahjussi,0.0009112447603426281,12466.467486216608,0.15089699243403662,0.043386679054052815
154,tetsuuuuuw,0.0009112447603426281,11791.26958560887,0.1384967561931607,0.026240508956617767
126,matchamaeleon,0.0009112447603426281,11428.303630368726,0.1465884960334609,0.03915335763812207
148,quip_zenshare,0.0009112447603426281,11045.272182016643,0.14538872114367973,0.03817689778180543
149,hjsl0ve,0.0009112447603426281,10806.730214507124,0.14157642423953767,0.009009346688491437
162,kakmilda,0.0009112447603426281,10775.177461724836,0.13984879506640524,0.019921759230280427
133,teuverse_id,0.0009112447603426281,10595.943180433487,0.08165667899850507,4.82221482518258e-08
125,moonareas,0.0009112447603426281,10171.228016139159,0.13054746784254276,0.005644979875739169
159,atomhidrogen1,0.0009112447603426281,10137.26849002194,0.14550781413282105,0.03849796426827891
163,helloyoon4,0.0009112447603426281,9944.761286930634,0.1391258924603289,0.018924195934634496
121,whentheweather,0.0009112447603426281,9455.379947478577,0.11508645253861219,0.0014137584288397348
132,wtanbharuto,0.0009112447603426281,9376.166666666664,0.06720742290997235,1.2937065922042399e-09
143,shourtcakee,0.0009112447603426281,9360.0,0.12960450860451475,0.003378918839994243
127,matchases,0.0009112447603426281,8286.718470418467,0.07791049977778418,7.486028217726526e-09
152,studywithna,0.0009112447603426281,6781.366924819641,0.12898340073580303,0.006631598666522096
128,alonevrydy,0.0009112447603426281,6396.693262172437,0.1418704093070425,0.02886082576532698
153,haohiksrott,0.0009112447603426281,4692.5,0.07469972224278719,1.3300963020621308e-08
140,sisturmicinn,0.0009112447603426281,4173.959041665385,0.1338325468947095,0.013235343630741211
115,ayybis_,0.0009112447603426281,3174.9448366614724,0.12777725470676732,0.009706421168111688
144,febbyiolla,0.0009112447603426281,666.9237144251554,0.12726460774706114,0.00809799193987172
116,treasurekhteume,0.0009112447603426281,66.0,0.0014288317842172408,5.1922240182085716e-83
122,seskiisanti,0.0009112447603426281,29.0,0.0011355511628885057,4.839669105751982e-86
118,atypicali,0.0009112447603426281,18.0,0.0008930198651357754,2.7627444197021274e-88
160,crescenthoon,0.0009112447603426281,14.0,0.0009372803249238458,1.7412502990305553e-88
130,mondaylis_,0.0009112447603426281,6.833333333333333,0.0009372803249238458,1.6199110957264653e-77
196,affodils,0.0007289958082741025,135717.57157631748,0.1466853340159768,0.031091750955516865
231,skiessam_,0.0007289958082741025,49710.99999999999,0.0859140740439872,2.8718044872860916e-07
213,sweetsparkleszs,0.0007289958082741025,44640.52380952379,0.0908112772830366,7.281650976519235e-07
186,studyearlier,0.0007289958082741025,20339.609368423102,0.15207254472506457,0.04394808049285903
208,mitrabelajarmu,0.0007289958082741025,20320.834616010136,0.1523594986648494,0.04531649239984894
178,watanabedoyoung,0.0007289958082741025,13145.097344421285,0.07832617817952639,1.0893685244713811e-08
199,yuppygummie,0.0007289958082741025,12693.18297884241,0.14757492688655638,0.013805100241153525
180,studysyx,0.0007289958082741025,12514.413108876039,0.1268194042217091,0.0042741254780020894
181,ustadchen,0.0007289958082741025,12477.0,0.09670946183217984,3.766400379472771e-05
207,cottoncandie__,0.0007289958082741025,12476.0,0.1021953397154228,5.579391689814844e-06
238,audorebel,0.0007289958082741025,12251.008719290638,0.10779533921557614,0.0003563283151598853
191,1975nk,0.0007289958082741025,11942.088793972727,0.14543633493806116,0.038142999530383186
170,madamemoisse,0.0007289958082741025,11932.735945879767,0.14538872114367973,0.03808660930751162
225,preciousjh17,0.0007289958082741025,9360.000000000002,0.09952150792388813,6.707440486599846e-05
216,junkyux_,0.0007289958082741025,9360.000000000002,0.07890722258944026,1.2665294433188719e-08
192,uburuburuu,0.0007289958082741025,9360.0,0.1380661740193906,0.026009549812831552
234,penghunipluto_,0.0007289958082741025,9360.0,0.1380661740193906,0.026009549812831552
179,ssefnum,0.0007289958082741025,9360.0,0.12812748088094916,0.002563145917131942
182,pxercys,0.0007289958082741025,9360.0,0.12812748088094916,0.002563145917131942
183,jejosephh,0.0007289958082741025,9360.0,0.12812748088094916,0.002563145917131942
177,namaewanaori,0.0007289958082741025,9360.0,0.10030828363733013,6.778741100132494e-05
187,legendkyu0909,0.0007289958082741025,9360.0,0.08696560241522956,2.452378977144844e-07
173,yedamieudami,0.0007289958082741025,9360.0,0.08667281751322171,2.276217642048573e-07
202,nisshal3,0.0007289958082741025,9360.0,0.07030631658883398,9.509509044402276e-10
229,reginadewip,0.0007289958082741025,9359.999999999998,0.10091231011381466,9.525048335011568e-05
197,tuanjaehyun,0.0007289958082741025,9359.000000000002,0.05844056438128303,9.56028603530563e-12
217,hoezxvirgo,0.0007289958082741025,9359.0,0.06733224906881508,4.798179276117209e-10
215,ybchan_i,0.0007289958082741025,9043.797258863095,0.14546015353205693,0.03821248170850392
226,yantoyamazaki,0.0007289958082741025,8814.735945879751,0.1453649259356366,0.03808648681537709
175,badp3ople,0.0007289958082741025,8814.735945879722,0.1453649259356366,0.03808648681537709
184,lightfu17,0.0007289958082741025,8684.375567053643,0.13945355589052277,0.027539841358915376
222,jongusaurus,0.0007289958082741025,8640.794534847731,0.09085772568837805,2.7882882595770637e-07
200,desi138_,0.0007289958082741025,8372.844891541332,0.1436370498045993,0.03216205038954142
237,chamberdux,0.0007289958082741025,7583.791119435898,0.14581837095168929,0.03914445447609754
193,orxx18,0.0007289958082741025,7534.245838453573,0.14681869534122483,0.020510636615641405
190,mystruggle___,0.0007289958082741025,7493.4470308432365,0.1454839799290319,0.0384338155400991
236,junghwangall,0.0007289958082741025,7476.533333333333,0.08769546775935423,2.4178235104207116e-07
172,pasukanambis,0.0007289958082741025,7008.559025422269,0.13191440627754933,0.013251854193869525
185,thomathow,0.0007289958082741025,6968.31456500489,0.1404903033006548,0.026226883618112762
220,ruangbacoot,0.0007289958082741025,6946.72381610398,0.13112566582516272,0.012227102408640464
203,lleondrra,0.0007289958082741025,6806.705231966496,0.1262067065672099,0.0037116486036808264
221,kyawoocute,0.0007289958082741025,6792.954896836881,0.12178523206728913,0.0018994129426574012
232,renantaazrlll,0.0007289958082741025,6700.915895508123,0.11405929080091687,0.0012088322302247134
211,nowsantuy,0.0007289958082741025,6469.133333333333,0.13479734367381083,0.006251336544051176
212,mhelmyahya,0.0007289958082741025,6241.000000000001,0.14540062166927062,0.028082911492006576
198,itsmechelllllll,0.0007289958082741025,6241.0,0.14057924936162386,0.01403099123604827
201,kimbangjeonn,0.0007289958082741025,6241.0,0.07466832261174777,1.2755799796365808e-08
204,vazlae,0.0007289958082741025,6035.091593352884,0.1405347622573955,0.026445168355449092
227,ssophrosynee,0.0007289958082741025,5982.49565848578,0.12985083296297362,0.006466487254010368
230,spagetigoreng,0.0007289958082741025,5486.759442152178,0.12224619055353927,0.002135923970187514
176,tiavintia,0.0007289958082741025,4881.282218163442,0.1330406976433103,0.014019069791542021
219,priceslezz,0.0007289958082741025,4502.717298121005,0.07984355424907764,2.3361586476299145e-08
223,dyoovr,0.0007289958082741025,3794.5981730475214,0.1279521281375408,0.0042444954947174285
189,sweettaeev,0.0007289958082741025,3339.0663418056297,0.12079147252369639,0.004754477840949423
205,bnauree,0.0007289958082741025,2417.322729289396,0.12043114541921893,0.00294235542334546
174,yobisayo5,0.0007289958082741025,1451.4943400981765,0.12922736759300738,0.008376819158831955
214,leviheijo,0.0007289958082741025,853.421755006823,0.14221114361808335,0.011150020481513636
206,divinadivertida,0.0007289958082741025,36.0,0.0007004077373613925,1.3355102861010247e-88
224,txtfromteume,0.0007289958082741025,21.0,0.0009841443411700381,3.812469355131585e-86
165,azaleyyaa,0.0007289958082741025,15.0,0.0008118362410325232,1.3188556576486875e-89
233,hiakualuna,0.0007289958082741025,13.0,0.0008201202843083652,1.5148985546382079e-90
218,awas_akunbodong,0.0007289958082741025,11.0,0.0008201202843083652,1.0344612824821242e-86
164,sfserig0m,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
166,jeromepolin,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
167,jpfbase,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
168,pshstudy,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
169,wh0iscaca,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
188,ikhwalyakub,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
194,r4bbiiit,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
195,hasahihasahi,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
209,gongjunoona,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
210,stanmenfess,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
228,milleeunje,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
235,jaydicted,0.0007289958082741025,6.0,0.0007289958082741025,1.7782939180098052e-92
171,hsahikunn,0.0007289958082741025,3.0,0.0008201202843083652,1.4209282526307377e-77
311,uncukmyboo,0.0005467468562055768,212741.35698371366,0.12068478802455868,0.00011444581682816456
307,buosinis,0.0005467468562055768,190903.29864609236,0.14253064229587412,0.012215703790230091
251,kyu_uya,0.0005467468562055768,167112.434176646,0.1385940075628836,0.0021775469401040023
240,haiakumulfandd,0.0005467468562055768,61194.29486090099,0.10265599832024266,5.33538386932329e-06
354,piscesfeed1,0.0005467468562055768,49948.5694866959,0.08662632375565586,2.865677188492047e-07
255,zlwawdya,0.0005467468562055768,32450.339424286278,0.0906305813741571,7.712019961184991e-07
287,azijik,0.0005467468562055768,28031.0,0.10037630078168498,6.76661703771732e-05
260,mshxxh0_,0.0005467468562055768,28031.0,0.08811306522487496,2.550248408415479e-07
299,treasurememberx,0.0005467468562055768,21805.0,0.0843395401639673,1.1992583727337277e-07
256,naisseu1,0.0005467468562055768,18696.0,0.07634016910625635,1.08277346320846e-08
294,cimycatha,0.0005467468562055768,18606.574074964854,0.12056192445591687,0.0015771752665968896
283,cntburrslf,0.0005467468562055768,17941.1602110854,0.1520204873712862,0.04376613359998764
322,canwehvebutter,0.0005467468562055768,17752.646355992656,0.13832420144319257,0.02598149924451223
289,ctiedoy,0.0005467468562055768,15591.000000000004,0.07715586130971111,1.03855883005043e-08
337,luvinfaisy,0.0005467468562055768,15591.0,0.07427183153963621,1.2167862097621462e-07
242,aesthusias,0.0005467468562055768,15585.000000000002,0.06511104006060697,2.1568628124769244e-10
345,gustity1,0.0005467468562055768,13939.145426352827,0.14524606663397213,0.031829940535189796
319,fk22amin,0.0005467468562055768,12535.966774791106,0.12734671983177856,0.0044764213109059195
370,aiursj1hoon,0.0005467468562055768,12475.0,0.05138293352617741,7.272414275289021e-14
372,studyfess,0.0005467468562055768,12474.999999999996,0.09328148899508897,5.1681291987786734e-05
293,suckcietyy,0.0005467468562055768,11738.42201751845,0.12907712504966423,0.005413057286152006
288,ursaturnss,0.0005467468562055768,10078.752589280592,0.12160182057321188,0.001870097285164967
250,bothroses,0.0005467468562055768,10045.344705394411,0.12294846310447669,0.0023302453375510417
342,melinda06590639,0.0005467468562055768,9458.88987780007,0.08909416164778208,2.7558282865563577e-07
246,tayaaleka,0.0005467468562055768,9359.0,0.1214770836992053,0.001848101880287737
282,aphrrdt,0.0005467468562055768,9359.0,0.11567099009790188,0.00011400760497036754
249,bulolac,0.0005467468562055768,9359.0,0.08925532081868552,4.860274034311951e-07
273,teumesprnti,0.0005467468562055768,9359.0,0.07019518671198448,7.665204119214728e-10
304,wibubelajar,0.0005467468562055768,9021.928009243686,0.15084573666215007,0.04306058791021342
313,tiaraputri_tari,0.0005467468562055768,9021.928009243686,0.15084573666215007,0.04306058791021342
275,mxrcuriel,0.0005467468562055768,8677.560073260012,0.0761797493324247,2.0311332264323618e-08
343,h99sukie,0.0005467468562055768,8501.908557443214,0.0905474255751595,7.161488397571637e-07
252,bosbuluu,0.0005467468562055768,6781.123615734205,0.1380661740193906,0.02609302341669058
298,fyoduor,0.0005467468562055768,6436.20747806637,0.14670956350623382,0.039521584566475476
351,kakyoshl,0.0005467468562055768,6241.000000000002,0.07704877011205721,1.1698274038216374e-08
359,treasuremfess,0.0005467468562055768,6241.000000000002,0.06795560041826622,4.407137260601982e-10
366,brykyu,0.0005467468562055768,6241.000000000001,0.08876914671598017,2.578291693765362e-07
378,dokyurii,0.0005467468562055768,6241.000000000001,0.08481066578818235,1.5153795951987605e-07
239,zeniusssss,0.0005467468562055768,6241.0,0.13804471517978545,0.025962863432431635
254,lagihbelajar,0.0005467468562055768,6241.0,0.13804471517978545,0.025962863432431635
272,nrlsaes,0.0005467468562055768,6241.0,0.13804471517978545,0.025962863432431635
284,awcitrun,0.0005467468562055768,6241.0,0.13804471517978545,0.025962863432431635
285,studstudiee,0.0005467468562055768,6241.0,0.13804471517978545,0.025962863432431635
349,desvianorita1,0.0005467468562055768,6241.0,0.13804471517978545,0.025962863432431635
244,adjifir63639005,0.0005467468562055768,6241.0,0.13110631005487336,0.012123623382945448
245,pastiambis,0.0005467468562055768,6241.0,0.13110631005487336,0.012123623382945448
286,jualanmurcee,0.0005467468562055768,6241.0,0.13110631005487336,0.012123623382945448
365,semangattbljr22,0.0005467468562055768,6241.0,0.13110631005487336,0.012123623382945448
367,madubenkyou,0.0005467468562055768,6241.0,0.12810900006732145,0.0025585451362958775
270,menfesssyg,0.0005467468562055768,6241.0,0.12779563992327186,0.0030763021463472975
290,taekyootie,0.0005467468562055768,6241.0,0.12779563992327186,0.0030763021463472975
315,wiiiskes,0.0005467468562055768,6241.0,0.12779563992327186,0.0030763021463472975
325,numdeysix,0.0005467468562055768,6241.0,0.12695535984373066,0.0028644292741823634
371,lenharuuu,0.0005467468562055768,6241.0,0.12551115628725212,0.002445152235973569
253,ambisstudd,0.0005467468562055768,6241.0,0.12382262616293595,0.0020895510287025497
265,studyfaaaa,0.0005467468562055768,6241.0,0.12228826896141258,0.0020620254981186543
277,clobe,0.0005467468562055768,6241.0,0.11955575413470718,0.0019282741793822113
257,edukasystem,0.0005467468562055768,6241.0,0.1194994547550272,0.0018740673888755
323,user0014297,0.0005467468562055768,6241.0,0.1113076881341863,0.0011029743381199206
306,tkmwe2wkcbytzlv,0.0005467468562055768,6241.0,0.11114054901667267,0.0011002155944225553
264,n00teskuas,0.0005467468562055768,6241.0,0.10373507328506652,0.00018136804601784416
266,lisaandara61,0.0005467468562055768,6241.0,0.09670946183217984,7.44179297063925e-05
241,yuniachoi_,0.0005467468562055768,6241.0,0.0703007517387003,9.492439751029364e-10
328,ahdwik__,0.0005467468562055768,6241.0,0.06570834485956496,5.1633409789809825e-09
267,ontinyawagyu,0.0005467468562055768,6240.999999999999,0.08802137629123825,8.049509422190489e-06
248,stilltryingplss,0.0005467468562055768,6240.999999999998,0.112179311331448,0.0011975011804400886
305,tiramizuyummy,0.0005467468562055768,6240.999999999998,0.10476288009751587,0.0001631695765463068
368,echanensiti22,0.0005467468562055768,6240.0,0.1437998376858641,0.007673482215654185
357,bbbluelion,0.0005467468562055768,6240.0,0.07691532344375315,1.6140353115757922e-08
