,Node,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
134,oreocuros,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
136,nrlsaes,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
138,eunheeberries,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
143,lunerpw,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
144,waytogoals,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
145,taekyootie,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
147,maujadicrushmu,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
149,sangjaei,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
150,flyfromhell,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
163,studyyarea,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
165,qheejin,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
169,raeambisbesok,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
170,friedricelogy,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
171,puttrrrri,0.0007680491551459293,2.950630638286321e-07,0.0007680491551459293,3.2981631418286344e-85
