Source,Target,Jumlah Interaksi
jejosephh,inum4kii,1.0
jejeletoy,ariesstudies,1.0
jejejesiee_,schfess,1.0
jejejesiee_,sabdaps,1.0
jeinneblackpink,txtdrimedia,1.0
jeinneblackpink,starfess,1.0
jeinneblackpink,peachyypickle,1.0
jeinneblackpink,mabokbuku,1.0
jaydicted,seiic0up0nstt4,1.0
jasminevaniila,convomf,1.0
jenmarkcart,jeongyunoaddict,1.0
iyomgemoi,paniijjekhyuk,1.0
jaehyukxvx,haecclipse,1.0
jaehyuklovebot,bulgos7chill,1.0
jaehyuklight,nadnadska,1.0
jaehyokiee_,mojnyet,1.0
j3ndang,ambisfs,1.0
j00nkyu,subschfess,1.0
j00br,avomilk3,1.0
iwiclmy,sabdaps,1.0
jasminegetstud,sbmptnfess,1.0
iwabonok,ambisfs,1.0
ivbluesky,urmarkly,1.0
iuxxarre,cloudysty,1.0
iuwacth,studywithsa,1.0
iucreciamh,schfess,1.0
itzyjuliia,froum_youngk,1.0
itzyforitzy,sbmptnfess,1.0
jaehyukxvx,hrydbby,1.0
jaehyunetc,paniijjekhyuk,1.0
jaehyungapain,molostage,1.0
jaejenjunlucky,ambisfs,1.0
jasmieennn,sbmptnfess,1.0
jasapemakaman,bertanyarl,1.0
jangzco,convomf,1.0
jakqesim,schfess,1.0
jahendut,ncitybase_,1.0
jagathraya,utbkfess,1.0
jaeyoshci,imanusman,1.0
jaevousme,haecluvmk,1.0
jaeuniiverse,jaemcityx,1.0
jaeshimine,kakyoshl,1.0
jaemysunshine,treasuremenfess,1.0
jaeminwinner,subschfess,1.0
jaeminwinner,ambisfs,1.0
jaeminstudy,malkiesty,1.0
jaelift,minchittechan,1.0
jenivir12,subschfess,1.0
jennietwin,gapyearfess,1.0
itzjaraaa,sbmptnfess,1.0
jinsuyya,schfess,1.0
jiwoonstudy,jjeonsbae_,1.0
jiunromyy_,skiessam_,1.0
jiunromyy_,princejunghwani,1.0
jiunromyy_,lullajieprk,1.0
jiunromyy_,kyuuu_22,1.0
jiunmiss_u,innercircleuni4,1.0
jiparkle,treasurebabble,1.0
jinnymine,ndess_5,1.0
jihoonily_,ustadchen,1.0
jilovelis12,arjilo_bgskr,1.0
jikyuncuk,junwaies02,1.0
jikook_coty,lyuvjigguk,1.0
jijuljujil,askrlfess,1.0
jiisuungie,saranghagoisseo,1.0
jihoonyluves,junkyua18,1.0
jihoonmate,reinxc_,1.0
jiyongruto,7chillboo,1.0
jj1oo4,crescenthoon,1.0
jjaelion,junkyutikoala,1.0
jjaooi,subschfess,1.0
joereoo,taekyootie,1.0
jmtsal,ambisfs,1.0
jmchanie,ambisfs,1.0
jlopeu,markiet__t,1.0
jkyuxletea,naawoohwan,1.0
jjwimim,eazypol,1.0
jjkyutiess,paniijjekhyuk,1.0
jjkslof,schfess,1.0
jjjluvs,reinxc_,1.0
jjinjjaaae,imaarl_,1.0
jjhnayy,schfess,1.0
jjeon1995,ambisfs,1.0
jjelucky8,ambisfs,1.0
jjeellyyyy,alwayswithyuck,1.0
jjapchaee,subschfess,1.0
jihooninoona,teuloveabl,1.0
jihooniepanda2,forskyblue_,1.0
jenniexkimss,ambisfs,1.0
jeongkyou,weisehnvseven,1.0
jeramimemanggil,iiidih,1.0
jeprogress,subschfess,1.0
jeonqwoof,navrajun,1.0
jeonqwoof,imanusman,1.0
jeongwoojwo,treasure_bllbrd,1.0
jeongwassdagoo,akunambisnad27,1.0
jeongw00_,asaheeluv,1.0
jeonghoneyi,bertanyarl,1.0
jihoonfr,jinomatterwhat,1.0
jeong_zwoo,imanusman,1.0
jenojohayo,sbmptnfess,1.0
jenojoey,treasureunionid,1.0
jenodoy,ambisfs,1.0
jenoactrus,studyfess,1.0
jenoactrus,jie_noona15,1.0
jennstudy,schfess,1.0
jesjeurs,schfess,1.0
jessiediary_,sppacg,1.0
jesstjakep,schfess,1.0
jesstjakep,txtapaadanya,1.0
jiharuru,rut0w0rld_,1.0
jihanbelva,subschfess,1.0
jihanbelva,scftsmiley__,1.0
jih0oon,treasuremenfess,1.0
jiengeoppangg,jggkkie,1.0
jiebutterflies,thingaboutsa,1.0
jidoharu,ociiaca,1.0
jidatkaoru,1204s0s,1.0
jichanxm,schfess,1.0
jhyukjw,jaehyukhi,1.0
jhlomls,paniijjekhyuk,1.0
jevousvois0,anindixy,1.0
jevareyn,wjd2npark_,1.0
jevareyn,jwoooogf,1.0
jeuwjch,forjeongw8py,1.0
itzmintzly,banjavenue,1.0
itszaambis,ambisfs,1.0
jonginida,ambisfs,1.0
illusionnary,schfess,1.0
ilxutoxyzxx,jeongwo0xharut0,1.0
ilvlayan,rantnyarara,1.0
iluvvstrawberry,kidcozygirlz,1.0
iluvdosuk,imanusman,1.0
ilovedoyie,apriycots,1.0
ilnagami,defrihzikra,1.0
illusionnary,subschfess,1.0
ilikeboci,ikhwalyakub,1.0
ikannncupang,elucuu,1.0
ilhinsibibiybiy,schfess,1.0
ilhamm07_,collegemenfess,1.0
ilaveerous,treasuremenfess,1.0
ikowchey,treasuremembers,1.0
ikowchey,misellia_,1.0
ikowchey,bintaangpradana,1.0
ikhwalyakub,milkqyta,1.0
ilyjaewoo,paniijjekhyuk,1.0
ilynjdo,dinaraw4,1.0
im_drummrrr,dawoolf12,1.0
im_drummrrr,uwoosraa,1.0
imndinn,dripmonger,1.0
immochi_x,sbmptnfess,1.0
imlisajscx,treasuremenfess,1.0
imkhsnh,schfess,1.0
imkhsnh,bertanyarl,1.0
imkaaa00,its_bayb,1.0
imjikyu,rut0w0rld_,1.0
imidnightfairy,moonareas,1.0
imeydaaa,ambisfs,1.0
imdoinothing,subschfess,1.0
imanusman,misellia_,1.0
imanearthlings,hajeongwuu_,1.0
imamagus21,schfess,1.0
imaarl_,paniijjekhyuk,1.0
im_zenius,targaryenkhan,1.0
ikarahmawati___,schfess,1.0
ijsca10,piggiehyunsuk,1.0
imyour_drum,edukasystem,1.0
ibubaubiskuit,aimamamia,1.0
icuddleasahi,jaekyu239,1.0
ichinisanvier,subschfess,1.0
icematchalova,treasuremenfess,1.0
icematchalova,rut0w0rld_,1.0
iceamericaan0,youthaddict48,1.0
ice_elzzaa,iunaticofeliz,1.0
icannn___,shabrinafg__,1.0
ibobm,ericxtbz,1.0
iirreplaceabl3,plsidunnowhoim,1.0
iamyourdestin11,kyu_uya,1.0
iamyourdestin11,imanusman,1.0
iamthelit_,bucincimolll,1.0
iamraya_,ambisfs,1.0
iamharubby,egynuramal,1.0
iamfishtime,subschfess,1.0
i_washuman,schfess,1.0
icuwg,lifcsucks,1.0
icykeei,nishin0yayu,1.0
icywine_,ambisfs,1.0
id_hyunsukk,ambisfs,1.0
iightmiles,lagihbelajar,1.0
iiasahii,watanabedoyoung,1.0
iiasahii,takatashilla,1.0
iiasahii,pjwssisterinlaw,1.0
iiasahii,chyunsuk99_,1.0
ignaciamelvina,erpan1827,1.0
igibuyaaaa,kyu_uya,1.0
igibuyaaaa,hmdjky,1.0
igiboyeahh,sbmptnfess,1.0
igiboyaaah,convomf,1.0
igapuspandia,paniijjekhyuk,1.0
iforinyeop,ambisfs,1.0
idxxkai,hyunieevaa,1.0
id_mashiho,ambisfs,1.0
id_junkyu,ambisfs,1.0
imqween_u,ambisfs,1.0
inajigumina,zipyysev,1.0
itswinz,parktaee_,1.0
ireesopal,avoucuddle,1.0
istrikmdirumah,schfess,1.0
isno_prplee,prkdlx,1.0
isnaeni_alya,utbkuy1,1.0
ismileumark,subschfess,1.0
ismileumark,ambisfs,1.0
isahhahihu,khokkiri_,1.0
isaactangisss,wixxnni,1.0
irdaeliana,an0therplace7,1.0
intangomieber,sustenance03,1.0
iqqballbal,clarissajournal,1.0
ipuung9,cittairlanie,1.0
iovejisungiee,ambisfs,1.0
ioonangis,jiefasoshum,1.0
inumakitogel,schfess,1.0
intangomieber,zimbalalaghata,1.0
intangomieber,yngivie,1.0
istrinyalucaseu,ambisfs,1.0
isyanaa_a,convomf,1.0
isyanaa_a,subschfess,1.0
itisnayy,aksjsjsnsbsbje,1.0
itssayeshaa_,teresa_katarina,1.0
itsphysics_,zenius_oliv,1.0
itsnini27,sstarjelly,1.0
itsmultiaccount,unicorngangggx,1.0
itsmewillotski,fardafshian,1.0
itsmejjeee,narcissusgirlll,1.0
itsmechelllllll,subschfess,1.0
itsjssiidh,subschfess,1.0
itsjenarin,bertanyarl,1.0
itsfalana_,sbmptnfess,1.0
itscammila,mjskud,1.0
itscammila,funnytummy_,1.0
itsaeril,schfess,1.0
its_bayb,rut0w0rld_,1.0
itisnayy,smkfess,1.0
intangomieber,xxshineyz,1.0
intangomieber,skzchocolate,1.0
incesea,jihanpratikaaa,1.0
iniakunaje,angspa,1.0
injunn06,ambisfs,1.0
injeolmies_a,schfess,1.0
inisyanaa,ambisfs,1.0
inisambataqis,bbkjhy,1.0
iniprastyi,schfess,1.0
inikinderjoy_,starfess,1.0
inikayeshaa,subschfess,1.0
infinit_yours,ciociloq,1.0
intangomieber,simamura____,1.0
ineedywoody,centacea,1.0
indsane96,supermari00_,1.0
indrastunatu,itzjaraaa,1.0
indracatra,subschfess,1.0
indosatoshi,sabdaps,1.0
indomiejpg,schfess,1.0
indhrmdhnti,sabdaps,1.0
injunn06,subschfess,1.0
insdomie,cocoaaddict01,1.0
insyaallahambis,subschfess,1.0
inszant,ambisfs,1.0
intangomieber,schfess,1.0
intangomieber,raasyii,1.0
intangomieber,peronaughty,1.0
intangomieber,nkhalishasy,1.0
intangomieber,nephthysx,1.0
intangomieber,nabastalaeunoia,1.0
intangomieber,maukuliah2,1.0
intangomieber,makeuthings,1.0
intangomieber,helloasyiap,1.0
intangomieber,han_t0n,1.0
intangomieber,chynivw_,1.0
intangomieber,ayybis_,1.0
intangomieber,anordnrygvrl,1.0
intangomieber,alonevrydy,1.0
intangomieber,akuwizard,1.0
jollymarkjaem,kinderrry,1.0
jongupangsit,rut0w0rld_,1.0
fairynayaa,convomf,1.0
kimikimikokobop,zkdltaaa,1.0
kimriana21,aphrrdt,1.0
kimniseo,ikimlp,1.0
kimkyu991,watanabe_din,1.0
kimkyu991,paniijjekhyuk,1.0
kimjunkyumyboo,treasureunionid,1.0
kimjunkyu0900,seskiisanti,1.0
kimjuncotton_o,amnbisius,1.0
kimikimikokobop,xyleejeno,1.0
kimikimikokobop,kejapey,1.0
004pjw,lavschesse,1.0
kimikimikokobop,xjwojsuh,1.0
kimikimikokobop,sygfess,1.0
kimikimikokobop,sbmptnfess,1.0
kimikimikokobop,sayangwinter,1.0
kimikimikokobop,myfi__,1.0
kimikimikokobop,medstudentailaa,1.0
kimseungmwo,ajengraficaa,1.0
kimsojungxne,sbmptnfess,1.0
kimtaejin31,twitims,1.0
kinanthisl,wiiiskes,1.0
kirapiee,saturddate,1.0
kiranna_kinan,zonotesss,1.0
kiranna_kinan,yoursmelodyy,1.0
kiranna_kinan,utbkfess,1.0
kiranna_kinan,theonlyokti,1.0
kiranna_kinan,subenglishfess_,1.0
kiranna_kinan,mynameistaniaa,1.0
kiranna_kinan,lilissbeauty,1.0
kiranna_kinan,koderuangguru,1.0
kiranna_kinan,jekekk98,1.0
kiranna_kinan,gaaragtng,1.0
kiranna_kinan,fentisarah1,1.0
kiranna_kinan,convomf,1.0
kindwly,sangjaei,1.0
kinanttan,schfess,1.0
kimikimikokobop,ltfzz2,1.0
kimikimikokobop,hyunluhv1,1.0
kittenbud,collegemenfess,1.0
khoirunisaazrr,bertanyarl,1.0
killuarti,subschfess,1.0
kikidukalang,_takdianggap,1.0
kidranggi,bertanyarl,1.0
kiaviees,trejoismyboo,1.0
kiaviees,paniijjekhyuk,1.0
khonsanailahr,schfess,1.0
khongguanmerah,subschfess,1.0
khaylilav,schfess,1.0
kimikimikokobop,hngxiluc,1.0
kharmelllya,alreadyxync,1.0
khalifakinayaa1,utbkfess,1.0
khalifakinayaa1,subschfess,1.0
khaistudy,tamakisse,1.0
khadjhz,sgrjjsbdakka,1.0
kgzutora,schfess,1.0
kezysha,hmdjky,1.0
kim_bangjeon,choiharu00,1.0
kim_bangjeon,favjaehoon,1.0
kim_bangjeon,imanusman,1.0
kimbangjeonn,haohiksrott,1.0
kimikimikokobop,geloraasa,1.0
kimikimikokobop,collegemenfess,1.0
kimikimikokobop,byoonella,1.0
kimikimikokobop,allesh4_,1.0
kimgyoust,luckytaala,1.0
kimgayooo,seenteaaa,1.0
kimfaraa,subschfess,1.0
kimdoyonk,junkyusmusic,1.0
kimdoyonk,flirtpjw,1.0
kimdoieily,schfess,1.0
kimchqewon,haechanconfess,1.0
kimcheeesy,schfess,1.0
kimcheeesy,mnjy_u,1.0
kimbumlaw,smkfess,1.0
kimbangjeonn,rutojunjae,1.0
kistude,writepng,1.0
kittokatsuuu,sbmptnfess,1.0
keyystudies,matchaawa,1.0
kyleyedamiee,paniijjekhyuk,1.0
kyuimy,__pjh03,1.0
kyucsuk,cottoncandie__,1.0
kyuanderlin,paniijjekhyuk,1.0
kyualaaaaaa,divinadivertida,1.0
kyralacs,nadhputrii,1.0
kylielipaann,maujadicrushmu,1.0
kyliekim28,2iseine,1.0
kyawoocute,yyutabear,1.0
kuningajaa,kaktusijjo,1.0
kyaawan_,gapyearfess,1.0
ky0dxpcc,alscheift,1.0
kwnhsuyun,rissnsun,1.0
kuyangexpress,schfess,1.0
kusukaleejeno,convomf,1.0
kurniatiani,nlawoo,1.0
kuntoanjrit,schfess,1.0
kyunataa,junkyutrackz,1.0
kyungbunnyy,schfess,1.0
kyungkyungsoo_,schfess,1.0
kyurinn_,kimbangjeonn,1.0
lakoneaku,allhailtakashi,1.0
lagihbelajar,schfess,1.0
lagihbelajar,peoasus,1.0
lagbitch,sbmptnfess,1.0
ladadidaladida1,schfess,1.0
lactoaludra,schfess,1.0
laclalaret,ambisfs,1.0
lacibollalaa,schfess,1.0
l0vchemist,chocooxz,1.0
kyuwinz,treasuremfess,1.0
kyuwhy_,paniijjekhyuk,1.0
kyuutiies,schfess,1.0
kyutwiy,ambisfs,1.0
kyuties_sbt,hmdjky,1.0
kyutiekyuw,treasuremembers,1.0
kunnykunnykunn,hii_gncd,1.0
kukukunae,ambisfs,1.0
kittychart,ingenuze,1.0
klandastine,schfess,1.0
knnygstn1,teumesprnti,1.0
knnygstn1,aboutjunkyu,1.0
kngataehyun,moonville5,1.0
kmdby,sccrpiio,1.0
kmdby,affodils,1.0
klarlna,subschfess,1.0
klarlna,ambisfs,1.0
kkrruunnn,subschfess,1.0
kueamandaa,ambisfs,1.0
kkolosal,ngusely,1.0
kkimjunkkyu,rut0w0rld_,1.0
kkiaaz,ambisfs,1.0
kj_taem6v6,hyunaskies,1.0
kiwwuwo,hanaqiaa_,1.0
kiwuwoos,tetehcarat,1.0
kiwuwoos,jiunromyy_,1.0
knwnjh,mozarellachess4,1.0
ko_oal,wh0iscaca,1.0
koalakvmal,ustadchen,1.0
koaqlaa,clumsyoe,1.0
kudaranay,genshinlokal,1.0
kuda53,ambisfs,1.0
kubisssssssssss,txtdarionlshop,1.0
kuacipilihan,bakpiaww,1.0
kstoedy,fairiemind,1.0
kshwtb,tta_votes,1.0
kryangkedua,subschfess,1.0
kritstal,lunerpw,1.0
koyuudayo,reikqmiya,1.0
koyuudayo,annarukami,1.0
kosonganrev,subschfess,1.0
koranpagiii,collegemenfess,1.0
komikusmales,panggilajazul,1.0
kokogantenk,ambisfs,1.0
kochengrajin,schfess,1.0
keyzia2807,imanusman,1.0
keyystudies,lawcobaambis,1.0
jongusaurus,sweetsparkleszs,1.0
justcallmena_,sbmptnfess,1.0
justnormalgurll,rohaehaa,1.0
justllydya,alonevrydy,1.0
justjustinpark,xnaaayaa,1.0
justjustinpark,wervyme,1.0
justjustinpark,harutodongsaeng,1.0
justjustinpark,callmeyanad,1.0
justclaiee2,kookiesnminily,1.0
justashar,jriyeah,1.0
junkyux_,jikyuholics,1.0
junwaies02,jikyuncuk,1.0
junniechuu,dkyeomineu,1.0
junnidette,bedakbaby_,1.0
junlinhepuri,anununuy,1.0
junkyuyaaa18,hasahihasahi,1.0
junkyux_,wtnbias,1.0
junkyux_,treasuremembers,1.0
justynausidesh,againteume,1.0
juye0nc,forskyblue_,1.0
jvstravis,imanusman,1.0
jvstravis,sukierapurple,1.0
kahvelsan,ambisfs,1.0
kahirrrrrr,memeykarta,1.0
kadalgulung,budisetiadiii,1.0
kadalbuntunc,ilhmtqn,1.0
kaagggeeee_,gongjunoona,1.0
k_wono1,subschfess,1.0
k_azkiaa,ourloveyouu,1.0
k_azkiaa,dyoovr,1.0
k_azkiaa,convomf,1.0
k4naworld,primizzyy,1.0
k0alalakyv,ihawukyu,1.0
jxiggly,ambisfs,1.0
jwpsyhi,paniijjekhyuk,1.0
jwooschine,sanrk04,1.0
jwooschine,divinadivertida,1.0
junkyux_,kyushinori,1.0
junkyutness_,rut0w0rld_,1.0
kakmilda,inighaida,1.0
joyredev,ambisfs,1.0
juhaknyeonsz,o4jeongwolf,1.0
jualanrg,aulxsv,1.0
jualanmurcee,subschfess,1.0
jualanmurcee,cutiebrowniee,1.0
ju6nkyu,hangyuf,1.0
jsngchan1,kamilla_nadiya,1.0
jqblay,isnturfauit,1.0
joungheyi,xyoochi_,1.0
junkyutikoala,jjaelion,1.0
joonnyoung,pattraonite,1.0
joonnyoung,mseoia,1.0
joonince,roaaaao,1.0
jooniexsky,ambisfs,1.0
joonieku_,ambisfs,1.0
joonie_panasea,ambisfs,1.0
jongusaurus,wjd2npark_,1.0
jujukyuu,prythalizee,1.0
junepiyaw,schfess,1.0
junepiyaw,subschfess,1.0
junggjaejhyun,beianjafess,1.0
junkyuties9,subschfess,1.0
junkyutice,teumebebe,1.0
junkyusmom,its_bayb,1.0
junkyuo9oo,subschfess,1.0
junkyumyy,babysahiwoo,1.0
junkyukuala,pjwssisterinlaw,1.0
junkyukjk,teuverse_id,1.0
junjunhug,bertanyarl,1.0
junhoekasep,schfess,1.0
junha0_0,explystrry,1.0
junghwaniemoo,dosamrabbit,1.0
junghwangall,haruharunath,1.0
junghwangall,ci_opy,1.0
junghwangall,byeollights,1.0
junggjaejhyun,schfess,1.0
kakmilda,gapyearfess,1.0
kakmilda,subschfess,1.0
keyystudies,itsmechelllllll,1.0
kecoayeppo,schfess,1.0
keisvha,ambisfs,1.0
keishaaakeii,lisaandara61,1.0
keihju,preciousjh17,1.0
kehidup30068676,im3ooredoo,1.0
keepshinequeen,imanusman,1.0
keeepo_,brido_p,1.0
kedelaiiii,sbmptnfess,1.0
keanusw1,junlinhepuri,1.0
kayibek,meanie614,1.0
ke127an,sbmptnfess,1.0
kdytrsr,dobbywaiji,1.0
kdoydoyi,vkfluffy,1.0
kdoydoyi,subschfess,1.0
kdoydoyi,scalliyn,1.0
kdknandasanjaya,sbmptnfess,1.0
kcokomi,sbmptnfess,1.0
kejuloml,mandaredvlvt,1.0
kekapasii,mowgyli,1.0
kekasiharuto,imanusman,1.0
kenapagitudeh,iamgoodg1rl,1.0
keyystudies,farambiss,1.0
keyystudies,dyieren,1.0
keyystudies,ambisfs,1.0
keyystudies,adndnrd,1.0
key_trs12,wjd2npark_,1.0
kevtrav2,parkjwoooo,1.0
kevtrav2,pacarjaemln,1.0
keutychia,schfess,1.0
keuristalis,wegotloves,1.0
kesayanganrm,ciociloq,1.0
kes_stud,httpsvanes,1.0
kertaswangsit,iceeblue_,1.0
kerjarhodey,schfess,1.0
keqingcult,tarodikulkas,1.0
kenmaniichan,smkfess,1.0
kceshi,sangjaei,1.0
katharevousa98_,treasuremenfess,1.0
kakmilda,utbkfess,1.0
kamilla_nadiya,daniakusuma5,1.0
kamilla_nadiya,schcampus,1.0
kamilla_nadiya,onebeauty_id,1.0
kamilla_nadiya,nadiyatk,1.0
kamilla_nadiya,lovelypatch1,1.0
kamilla_nadiya,kyu_uya,1.0
kamilla_nadiya,hjsl0ve,1.0
kamilla_nadiya,haecassia,1.0
kamilla_nadiya,convomf,1.0
katakmengeong,subschfess,1.0
kamilla_nadiya,akusayangjaeman,1.0
kamilla_nadiya,___jeslynn,1.0
kaluulis,mnetkr,1.0
kalhahan,fuzziebby,1.0
kaleiea,laravonne,1.0
kakyoshl,melinda06590639,1.0
kakyoshl,creaamyboba,1.0
kamilla_nadiya,sectumseprafa,1.0
kamilla_nadiya,selbieya,1.0
kamilla_nadiya,studywkayy,1.0
kamilla_nadiya,sungjinhoki,1.0
katajami_,syifakyung,1.0
kasur80juta,subschfess,1.0
kaseeniofficial,sygfess,1.0
karyacemas32,smkfess,1.0
karpetmwrah,ambisfs,1.0
karinaour1,matchaletoy,1.0
kaolofjh1,asahiwifes,1.0
kannelite21,choiharu00,1.0
kangseu_,ambisfs,1.0
kangenhyunsuk,leechankuu,1.0
kangambisd,schfess,1.0
kamobelajar,schfess,1.0
kamilla_nadiya,yoonjeyi,1.0
kamilla_nadiya,utbkfess,1.0
kamilla_nadiya,txtdarihunter,1.0
hyunsukzchoi,txtfromteume,1.0
hyunsuksis_,hasahihasahi,1.0
hyunsukienthu,naisseu1,1.0
googiebulet,schfess,1.0
greymacaroon,sbmptnfess,1.0
gresnolimit,hneeep,1.0
greenteahazelnt,subschfess,1.0
grecszeb,rachappy_,1.0
grayexistt,marriemmie,1.0
gracefulei,aternusty,1.0
gopratgopret,ambisfs,1.0
gongjunoona,rrsaceae,1.0
glitterjk_,subschfess,1.0
gongjunoona,kaagggeeee_,1.0
goldenfairye,ambisfs,1.0
gofarmm,driedfloralyyy,1.0
goenawan_dedi,schfess,1.0
godlyedee,chaezeeel,1.0
godblesssmee,sbmptnfess,1.0
gngrii_,sbmptnfess,1.0
grialle0,treasureunionid,1.0
grooverko_,jpfbase,1.0
growflyy,convomf,1.0
gstamaat___t,review_jurnal,1.0
guidance204,aprilyanitini,1.0
guidance204,an0therraven,1.0
guidance204,ambisiusgoals,1.0
guidance204,ambisfs,1.0
guidance204,alseaniverse,1.0
guidance204,aldiset02946261,1.0
guidance204,akumntansi,1.0
guidance204,aishaviadini,1.0
guidance204,aeitzyi,1.0
guidance204,adeknyachittap1,1.0
guidance204,_pippop,1.0
guidance204,230ribu,1.0
guidance204,04yonder,1.0
guepemilikakun,schfess,1.0
gtwsypp,subschfess,1.0
glxysea,ambisvinn,1.0
gliserole,zenius_oliv,1.0
guidance204,borntobeheroo,1.0
gdbhr_,ambisfs,1.0
gemoihaechan,doyrencute,1.0
gemerclk,askrlfess,1.0
gemblengjaja,sbmptnfess,1.0
gembilgembulcom,schfess,1.0
geilowr,ambisfs,1.0
geezrekk,schfess,1.0
geezmarklee,schfess,1.0
gbrl_pm,schfess,1.0
glinteayeah,schfess,1.0
gausahtauuuuuuu,ordinatabsis,1.0
garistanpabawah,schfess,1.0
gapyear21,gapyearfess,1.0
gapapa_____,ambisfs,1.0
gapaidreams,sszvize,1.0
gangamata_,sbmptnfess,1.0
ganesauroraa,bertanyarl,1.0
geofary_a,akunambisnad27,1.0
geprekimpor,subschfess,1.0
gesschehen,subschfess,1.0
geuriwohadaa,ambisfs,1.0
glencachysraaa,missoliviaajah,1.0
glazeud,jinwooeyesmile,1.0
glamoroustudy,subschfess,1.0
glamoroustudy,sbmptnfess,1.0
gladlynaya,moonareas,1.0
gksward23,navielbloom,1.0
gkprnhmnggvaway,schfess,1.0
gjlsyudah,themposition,1.0
gitarisbonjovi,aquayan_,1.0
gitaputriastari,keyystudies,1.0
girlieeest,subschfess,1.0
giovannilemerya,kurniaarika,1.0
gina_aninditya,treasuremembers,1.0
gimmethestars,subschfess,1.0
gfhaechan_,bertanyarl,1.0
guidance204,berusahangambis,1.0
guidance204,calicosstudy,1.0
gancisay,ambisfs,1.0
guidance204,pecintagiveaway,1.0
guidance204,renvanzz,1.0
guidance204,qkeonhee,1.0
guidance204,pyrrose,1.0
guidance204,pshduluya,1.0
guidance204,powwshntt,1.0
guidance204,poluchatie,1.0
guidance204,pjscakep,1.0
guidance204,pcychnyeoll,1.0
guidance204,nathakorapat,1.0
guidance204,nvraad_,1.0
guidance204,nrlia_a,1.0
guidance204,nolinilo,1.0
guidance204,niuzzle,1.0
guidance204,nisssanooobi,1.0
guidance204,newkyunyu,1.0
guidance204,nephthysx,1.0
guidance204,rittygrettyz,1.0
guidance204,rziyoungg,1.0
guidance204,sambataan,1.0
guidance204,sbmptnfess,1.0
guidance204,vvanstud,1.0
guidance204,vecrry,1.0
guidance204,utbkfess,1.0
guidance204,undipmenfess,1.0
guidance204,tehyungsi,1.0
guidance204,tamanjiunn,1.0
guidance204,taekyootie,1.0
guidance204,syaana18,1.0
guidance204,studywithna,1.0
guidance204,studybeans,1.0
guidance204,student_fess,1.0
guidance204,smkfess,1.0
guidance204,skyblue_gurlll,1.0
guidance204,shafirenjun,1.0
guidance204,schcampus,1.0
guidance204,ncitybase_,1.0
guidance204,nadaaraxx,1.0
guidance204,clouuudiii,1.0
guidance204,happynanad,1.0
guidance204,im_your_marky,1.0
guidance204,idyllicarea,1.0
guidance204,hysko9ylr,1.0
guidance204,hungrbutter,1.0
guidance204,hrjunily,1.0
guidance204,hottiesever,1.0
guidance204,hiyifa,1.0
guidance204,fariha_aqila,1.0
guidance204,mpuuut7,1.0
guidance204,exoismylope,1.0
guidance204,englishfess_,1.0
guidance204,dyongfairy,1.0
guidance204,dinyyzz,1.0
guidance204,dimashtr_,1.0
guidance204,diemlosetan,1.0
guidance204,deskiafp,1.0
guidance204,inefferendipity,1.0
guidance204,junsnyaw,1.0
guidance204,justdaegal,1.0
guidance204,kayflurry,1.0
guidance204,moonareas,1.0
guidance204,mochimola_,1.0
guidance204,milkyshooke,1.0
guidance204,milkyays,1.0
guidance204,milkmiloenakbgt,1.0
guidance204,menfesssyg,1.0
guidance204,maharaninuzula,1.0
guidance204,lookingfsmthing,1.0
guidance204,littlechixken,1.0
guidance204,lgsibukbelajar,1.0
guidance204,langfess,1.0
guidance204,l0v3stostudy,1.0
guidance204,kukukakikakakuu,1.0
guidance204,kmnxbii,1.0
guidance204,khaibelajar,1.0
ganeetavv,sbmptnfess,1.0
gamissorban,d1nosauruss,1.0
hyunsukienthu,hyunsuk7chill,1.0
fioviall,bandalbae102,1.0
fiyybby_,imanusman,1.0
fixzyuu,sbmptnfess,1.0
fitraygaksih,schfess,1.0
firman_akbar43,ruanggalau_id,1.0
firdyimass,sendnoodssss,1.0
fiqih00550394,sociotalker,1.0
fioviall,from_iksan,1.0
findyourtrejo0o,karuniautey,1.0
feeldone999,pockyaddictttt,1.0
findingilmu,wh0iscaca,1.0
find_tesseract,ambisfs,1.0
fidwinaxx,emangcuek,1.0
fentisarah1,diannfrd,1.0
fenori_,strawberiessky,1.0
feniifs,aangleaw,1.0
femkezhi,memeykarta,1.0
fiyybby_,starryshijaa,1.0
fiyybby_,yedamieudami,1.0
fiyybby_,zipyysev,1.0
fiyyrlsst,schfess,1.0
fluffyflurri,neospasie,1.0
flssfp,helloyoon4,1.0
flowyhansky,treasure_bllbrd,1.0
flowerplumpeach,nonoisorenjida,1.0
flow_ess,ajunsann,1.0
floreaaa_ft,schfess,1.0
floo_shr,its_me_yayaa,1.0
floerlilsuns,gapyearfess,1.0
fllwlees,sbmptnfess,1.0
flipflapstore,fakirotak,1.0
fleurlly,rut0w0rld_,1.0
fleunoirlattes,cyasja,1.0
flawlessooya,haskieslight,1.0
fizaee1,subschfess,1.0
fizaee1,chuloulo,1.0
feelingpurplee,sbmptnfess,1.0
feeeysa,schfess,1.0
flurrybabykim,salsblx,1.0
fallinsprings,subschfess,1.0
farmmd_,ambisfs,1.0
farihmuwaffaq,subschfess,1.0
fardafshian,itsmewillotski,1.0
farahdibasyhh,treasuremembers,1.0
faniix1,raeambisbesok,1.0
fangrun1ns,sbmptnfess,1.0
fancykiddos,subschfess,1.0
