Node,Closeness Centrality
doounnn_,0.1450801659114689
dooty1016,0.1450801659114689
djx_dejuna,0.1450801659114689
deskiafp,0.1450801659114689
dipmintae,0.1450801659114689
ynamsaeng,0.1450801659114689
didodiei,0.1450801659114689
detavyx,0.1450801659114689
yoooambiss,0.1450801659114689
yorobunzen,0.1450801659114689
boncabeteri,0.1450801659114689
alyeolmae,0.1450801659114689
allyaazara,0.1450801659114689
rilexnchillin,0.1450801659114689
awngantukbanget,0.1450801659114689
paw_pawmeong,0.1450801659114689
pharmacidst,0.1450801659114689
pulchraeaaxxi,0.1450801659114689
__pramudya,0.1450801659114689
hi_andrii,0.1450801659114689
hii_ishxyyy,0.1450801659114689
fckinshtsboi,0.1450801659114689
premiumappbysay,0.1450801659114689
i_washuman,0.1450801659114689
fitraygaksih,0.1450801659114689
pcrnanamikento,0.1450801659114689
pfmstudy,0.1450801659114689
feeeysa,0.1450801659114689
pweasev,0.1450801659114689
ikarahmawati___,0.1450801659114689
ilhinsibibiybiy,0.1450801659114689
harugracee,0.1450801659114689
preci0usin,0.1450801659114689
pikarosiawati,0.1450801659114689
hramadaaan,0.1450801659114689
flymejk,0.1450801659114689
sobbingbcsoobin,0.1450801659114689
hmpneumothorax,0.1450801659114689
fluffyyriki,0.1450801659114689
hourmoonrn,0.1450801659114689
shatrawberry,0.1450801659114689
fiyyrlsst,0.1450801659114689
stuudiv,0.1450801659114689
floreaaa_ft,0.1450801659114689
stylsdntfvl,0.1450801659114689
psikolofi,0.1450801659114689
numayyyyyy,0.1450801659114689
hisammula,0.1450801659114689
sukajaehyunss,0.1450801659114689
hanjisss,0.1450801659114689
hipokritx,0.1450801659114689
peachymochaa,0.1450801659114689
galvanicells,0.1450801659114689
xexostar,0.1450801659114689
rllazzz,0.1450801659114689
gadis_azalia,0.1450801659114689
mauuaungambis,0.1450801659114689
midosalsapfm_,0.1450801659114689
maxsimusfloren,0.1450801659114689
pejuanggkuliah,0.1450801659114689
fylaworld,0.1450801659114689
pixieeeest,0.1450801659114689
peacebeuponn,0.1450801659114689
inianissaa,0.1450801659114689
fujoshijati,0.1450801659114689
hyejesaaa,0.1450801659114689
naxxyra,0.1450801659114689
petzoldzzz,0.1450801659114689
pfmbahagia,0.1450801659114689
helloelf_,0.1450801659114689
88milyarr,0.1450801659114689
perkdels,0.1450801659114689
pjmrawrr,0.1450801659114689
fogbround,0.1450801659114689
jedd0ngie,0.1450801659114689
pinginjulid,0.1450801659114689
mantappugirl,0.1450801659114689
vaquola,0.1450801659114689
glamoroustudy,0.144609671975226
gapyearfess,0.14420881356365228
nowsantuy,0.14390962515376918
sonofthesunnnn,0.14377705064879104
bothroses,0.14301946252395206
itsmechelllllll,0.14288852229733365
lovelifeyea,0.14275782161377787
shourtcakee,0.1423996245248747
smkfess,0.1423671502661461
querencieaj,0.14201090853436094
mbisambis,0.14108021557447475
memeykarta,0.14095280061346824
convomf,0.14088917939901843
almondmilkies,0.1408573903242443
tingkiwingki21,0.1408256155914845
lilsunschenle,0.14076210911320197
ayangiesicheng,0.14076210911320197
fatresiahelena,0.14069865988664654
nabilagf,0.14069865988664654
itsphysics_,0.14069865988664654
pinksiyong,0.14069865988664654
gliserole,0.14069865988664654
oaseyama,0.14069865988664654
studyize,0.14069865988664654
chanseonga,0.14069865988664654
orch____id,0.14069865988664654
lachie_nae,0.14069865988664654
uknwmeright,0.14069865988664654
sabilarrrr,0.14069865988664654
sha59964370,0.14069865988664654
sunscentsp,0.14069865988664654
hajaengwoo,0.14069865988664654
dhiapakeh,0.14069865988664654
howboutcins,0.14069865988664654
yesikapesetah,0.14069865988664654
jiwvookim,0.14069865988664654
amazinhg,0.14069865988664654
princssjennie,0.14069865988664654
cerdaspeople,0.14069865988664654
bubleclo,0.14069865988664654
renbigwin,0.14069865988664654
niceniecesix,0.14069865988664654
chrssss_,0.14069865988664654
mlnsunglix,0.14069865988664654
ivnjno,0.14069865988664654
loveliveletter,0.14069865988664654
hiraelix,0.14069865988664654
edweils,0.14069865988664654
vanillaltte22,0.14069865988664654
vickyutami2,0.14031916248978438
aurellovee,0.13925495291480053
imgoingsollolo,0.13857490652986698
cursedkidd,0.1374460488588839
student_fess,0.1373553253942906
syifakyung,0.13729490959248972
sygfess,0.13723454691515732
skamletoy,0.1371742372922546
__ther3sa,0.1371742372922546
mhelmyahya,0.1371742372922546
urielflames,0.1371742372922546
troismotsvides,0.1371742372922546
ofeverythingg,0.1371742372922546
1r481n,0.1371742372922546
acahikun,0.1371742372922546
giornogiiovanna,0.1371742372922546
maisyaphnn,0.1371742372922546
diterimafkui,0.1371742372922546
airplaneboost9,0.13711398065386576
i2jongu,0.13711398065386576
kwrdus,0.13711398065386576
liviamaubelajar,0.13711398065386576
busifess,0.13711398065386576
marsstdy,0.13711398065386576
mayierreen,0.13711398065386576
ambis_yukkk32,0.13711398065386576
nomineuy,0.13711398065386576
cnswoo,0.13711398065386576
oemjiasca,0.13711398065386576
sarprogress,0.13711398065386576
renjungopay,0.13711398065386576
caxbin,0.13711398065386576
suholee1111,0.13711398065386576
fkmsoon,0.13711398065386576
swooryx,0.13711398065386576
your2rl,0.13711398065386576
jeanartss,0.13711398065386576
larismanies,0.13711398065386576
jcxyle,0.13711398065386576
httpstudie,0.13711398065386576
classicaall,0.13711398065386576
bnauree,0.13497944949557855
bucincimolll,0.13471729691779258
sweettaeev,0.13465917901575727
vminenths,0.13465917901575727
hiyifa,0.13465917901575727
maublajar,0.13460111123696653
reginastnteh,0.13454309351660573
cwangtip33,0.13454309351660573
gummst,0.13454309351660573
billstudyy,0.13454309351660573
lyoura04,0.13454309351660573
alverailee,0.13454309351660573
kiciwsaurus,0.13454309351660573
starrjee,0.13454309351660573
voriiel,0.13454309351660573
wwirlddst,0.13454309351660573
luccretia,0.13454309351660573
scaryxxna,0.13454309351660573
ssophrosynee,0.13445616065411387
ambisfs,0.13428263151582076
areajulid,0.13416719405051597
remostra,0.13416719405051597
yungnikiii,0.13370742212830386
matchaawa,0.13262799105949663
suckcietyy,0.13251537973191482
khalifakinayaa1,0.13251537973191482
ambisstudd,0.13226270210107008
unsoedfess1963,0.13215070997397346
hjsl0ve,0.13212274156974618
taeyongsfle,0.1320668402616989
avocadojaneshi_,0.1320668402616989
sabdaps,0.13176022666041592
browniefluffy,0.13126155465034708
lovemaze52,0.13112370382630764
dreamnforward,0.13087630061154104
gabysatidur,0.13027544948185532
itzjaraaa,0.1301667960627712
pasukanambis,0.13013966102085694
asdfghjklhftt,0.13011253728992303
echanensiti22,0.1300583237327189
gyuravity,0.1300583237327189
blackmantaaa,0.1300041553346628
7orupiah,0.1300041553346628
sstrnice,0.1300041553346628
estehpanasding1,0.1300041553346628
skiesonyou,0.1300041553346628
_lunar25_,0.1300041553346628
chemicalphobyc,0.1300041553346628
mariambisptkn,0.1300041553346628
jeeejeeejee,0.12997708805268596
strawbeeried,0.12997708805268596
siyfrnaaa,0.1299500320393528
azibiasaaja,0.1299500320393528
awesomekyung4,0.1299500320393528
ereszone,0.1299500320393528
nextarrcokelat,0.1299500320393528
robyhmz,0.1299500320393528
skyxlily,0.1299500320393528
apriliaekadmynt,0.1299500320393528
rainensky_,0.1299500320393528
emnggr,0.1299500320393528
rainbowariess,0.1299500320393528
me0wsh,0.1299500320393528
godblesssmee,0.1299500320393528
dreamislie_,0.1299500320393528
b1ntang0rion,0.1299500320393528
mcflurrybubble,0.1299500320393528
colourofskyyyyy,0.1299500320393528
simp4nb,0.1299500320393528
sadneusss,0.1299500320393528
skyofjava,0.1299500320393528
audiiiee,0.1299500320393528
ndnrilha,0.1299500320393528
justcallmena_,0.1299500320393528
auliasa44996530,0.1299500320393528
sweetydoughnut,0.1299500320393528
hapekegigit,0.1299500320393528
dudududuruddudu,0.1299500320393528
harmouren,0.1299500320393528
ntashiye,0.1299500320393528
fckinloveyou,0.1299500320393528
kcokomi,0.1299500320393528
kdknandasanjaya,0.1299500320393528
ke127an,0.1299500320393528
shiibbran,0.1299500320393528
kedelaiiii,0.1299500320393528
pallzahf,0.1299500320393528
elprofessorr_,0.1299500320393528
feelingpurplee,0.1299500320393528
pachilleui,0.1299500320393528
sweettaroo,0.1299500320393528
pacarhaliday,0.1299500320393528
somethingsw33tt,0.1299500320393528
hayitanis,0.1299500320393528
jenojohayo,0.1299500320393528
hotshinramyeon,0.1299500320393528
gsukaayamgoreng,0.1299500320393528
notbeautybutidc,0.1299500320393528
fredrickbinsar,0.1299500320393528
orimkhoirul23,0.1299500320393528
choppharo_,0.1299500320393528
oseanight,0.1299500320393528
cruuciio,0.1299500320393528
studiiy,0.1299500320393528
adyiaar,0.1299500320393528
roseetad,0.1299500320393528
aniesbaswaras,0.1299500320393528
ambisintenyukk,0.1299500320393528
angkel_mutu,0.1299500320393528
greymacaroon,0.1299500320393528
txtdarironil,0.1299500320393528
xezens,0.1299500320393528
xeexawxeenx,0.1299500320393528
yoenny141,0.1299500320393528
rruthieee,0.1299500320393528
adindadinduy,0.1299500320393528
abhin54112978,0.1299500320393528
gyruscinguli_,0.1299500320393528
bubos_nim,0.1299500320393528
gemblengjaja,0.1299500320393528
youniversean,0.1299500320393528
akunnyaaca,0.1299500320393528
riusuir_,0.1299500320393528
2021jdmaba,0.1299500320393528
aldiset02946261,0.1299500320393528
igiboyeahh,0.1299500320393528
aagoyoga,0.1299500320393528
akunperjuangani,0.1299500320393528
chalkyrie,0.1299500320393528
charmingdrac0,0.1299500320393528
haechan6600_,0.1299500320393528
_nrlailaarh,0.1299500320393528
albanofinzo,0.1299500320393528
fllwlees,0.1299500320393528
xunyize,0.1299500320393528
heksadiena,0.1299500320393528
fixzyuu,0.1299500320393528
asliceofcheese2,0.1299500320393528
urrprecioustan,0.1299500320393528
gngrii_,0.1299500320393528
lagbitch,0.1299500320393528
rmomiyy,0.1299500320393528
qraece,0.1299500320393528
zainumzahran,0.1299500320393528
quayntrella,0.1299500320393528
bluonyourm_,0.1299500320393528
crustaceaee,0.1299500320393528
wierdify,0.1299500320393528
whociamesia,0.1299500320393528
marciwiyi,0.1299500320393528
crmlcrushh,0.1299500320393528
ambitiounman,0.1299500320393528
studiehart,0.1299500320393528
bocilbodo,0.1299500320393528
mamaselusin,0.1299500320393528
chemissu,0.1299500320393528
wannabesnowman,0.1299500320393528
ponakanhagrid,0.1299500320393528
w0zzteria,0.1299500320393528
bebasdaritmnrl,0.1299500320393528
hellianthusal,0.1299500320393528
vickzz14,0.1299500320393528
yceagers,0.1299500320393528
rafisetiawanze1,0.1299500320393528
ditakim_,0.1299500320393528
susujeruk1,0.1299500320393528
sashsif,0.1299500320393528
rizasfy26,0.1299500320393528
mauuujadidokter,0.1299500320393528
fangrun1ns,0.1299500320393528
ftrr_yy,0.1299500320393528
jasmieennn,0.1299500320393528
muhammadrizaclr,0.1299500320393528
thatsruffbuddy,0.1299500320393528
jasminegetstud,0.1299500320393528
awasakunbaru,0.1299500320393528
mochihihichi,0.1299500320393528
nakskarunggoni,0.1299500320393528
najaeminiey,0.1299500320393528
najaesungie,0.1299500320393528
anamambis22,0.1299500320393528
moaarmymidzyy,0.1299500320393528
ganeetavv,0.1299500320393528
mabaygbukanmaba,0.1299500320393528
rhsntaa,0.1299500320393528
lovelysa19,0.1299500320393528
mrs_okaka,0.1299500320393528
hangtyass,0.1299500320393528
sftraaa,0.1299500320393528
milkkeuteaa,0.1299500320393528
milkiestluv,0.1299500320393528
leviheijo,0.1299500320393528
gangamata_,0.1299500320393528
myrrraaahhh,0.1299500320393528
leelovemark,0.1299500320393528
trashytribute,0.1299500320393528
pixiexstclilo_,0.1299500320393528
mrizwansy,0.1299500320393528
pdistira3,0.1299500320393528
amilyakautsar,0.1299500320393528
kittokatsuuu,0.1299500320393528
pemudayouth,0.1299500320393528
itzyforitzy,0.1299500320393528
0rangsuccess,0.1299500320393528
fathanfariza,0.1299500320393528
lifrief,0.1299500320393528
jekeywin,0.1299500320393528
itsfalana_,0.1299500320393528
thesunwillbeam,0.1299500320393528
kimsojungxne,0.1299500320393528
frizzzzy,0.1299500320393528
pebiyjinnie,0.1299500320393528
natiapermanaa,0.1299500320393528
hanifa_ep,0.1299500320393528
user00282622728,0.1299500320393528
lasfridaynightt,0.1299500320393528
lavalafyu,0.1299500320393528
rainytics,0.1299500320393528
sygarpl,0.1299500320393528
okeuy12,0.12914355687154544
zeeuze,0.12871751627155686
atomhidrogen1,0.1285584748593597
plstmnrljgnnemu,0.12834702999939365
nanas_malas,0.12834702999939365
semangattbljr22,0.1282415681834533
kdoydoyi,0.1282415681834533
jualanmurcee,0.1282415681834533
tsavahna,0.1282415681834533
taeexyz,0.12821522980428235
clorophhyl,0.1281889022416942
silverqueern,0.1281889022416942
ehapayabingung,0.1281889022416942
notge0n,0.1281889022416942
mowgyli,0.1281889022416942
jihanbelva,0.1281889022416942
studywithsa,0.1281889022416942
ambisss1,0.1281889022416942
satpam_kmplk,0.1281889022416942
privateboba,0.1281889022416942
vermmouht,0.1281889022416942
hotiecutiee,0.1281889022416942
callmekelee,0.12813627953962453
balsemgoreng,0.12813627953962453
cccloudyjeon,0.12813627953962453
habbitsread,0.12813627953962453
zoastudy,0.12813627953962453
wajibngambisbgt,0.12813627953962453
peachtachioo,0.12813627953962453
bcsyoucan,0.12813627953962453
pluviluv,0.12813627953962453
bandottp,0.12813627953962453
banannauyu,0.12813627953962453
ttttaacaa,0.12813627953962453
syawalyani,0.12813627953962453
voile27,0.12813627953962453
watanabehera,0.12813627953962453
myogabhtr,0.12813627953962453
mingmingiess,0.12813627953962453
jenoseno,0.12813627953962453
plzmau,0.12813627953962453
delapus11539704,0.12813627953962453
leohyuck,0.12813627953962453
mhhhrnnn,0.12813627953962453
rumanizz,0.12813627953962453
xsoarcist,0.12813627953962453
starlight_ok,0.12813627953962453
ichinisanvier,0.12813627953962453
stfux13,0.12813627953962453
nafarezabc,0.12813627953962453
flyngmoon1,0.12813627953962453
yonkcheese,0.12813627953962453
naif08916389,0.12813627953962453
stinkyiss,0.12813627953962453
tatahhaha,0.12813627953962453
prieztoujours,0.12813627953962453
imdoinothing,0.12813627953962453
tanfullsun,0.12813627953962453
aiseeeya,0.12813627953962453
cemangatyu,0.12813627953962453
martanetlue,0.12813627953962453
bumbubucin,0.12813627953962453
plumpyhumpy,0.12813627953962453
iamfishtime,0.12813627953962453
am0yie,0.12813627953962453
geprekimpor,0.12813627953962453
poortatoess,0.12813627953962453
xyzstdy,0.12813627953962453
vinmoriarty,0.12813627953962453
gimmethestars,0.12813627953962453
gutkkie,0.12813627953962453
minicroffle,0.12813627953962453
cfcboks,0.12813627953962453
na_jaemann0813,0.12813627953962453
amazinkkkppl,0.12813627953962453
luvvuuuuu,0.12813627953962453
xryqzaa,0.12813627953962453
xrrava,0.12813627953962453
ambisfebui2022,0.12813627953962453
khongguanmerah,0.12813627953962453
btcshsopps,0.12813627953962453
itsjssiidh,0.12813627953962453
glitterjk_,0.12813627953962453
spajabole,0.12813627953962453
siodys,0.12813627953962453
greenteahazelnt,0.12813627953962453
ekonomiui,0.12813627953962453
siriuuvs,0.12813627953962453
nnaanaj,0.12813627953962453
serenadefor_2,0.12813627953962453
nawasenaa,0.12813627953962453
jjaooi,0.12813627953962453
yourcrush_babe,0.12813627953962453
soontobegamada,0.12813627953962453
clevereonjwin,0.12813627953962453
cleolearn,0.12813627953962453
salm00wnz,0.12813627953962453
inikayeshaa,0.12813627953962453
singkitdiary,0.12813627953962453
forsilkstar,0.12813627953962453
farihmuwaffaq,0.12813627953962453
rahareuu,0.12813627953962453
est_studacc,0.12813627953962453
gtwsypp,0.12813627953962453
clownhater0,0.12813627953962453
crackyclouds,0.12813627953962453
sushienaktauu,0.12813627953962453
neverasktoborn,0.12813627953962453
fancykiddos,0.12813627953962453
jjapchaee,0.12813627953962453
deellyyn_,0.12813627953962453
seetayz,0.12813627953962453
orchxid,0.12813627953962453
kryangkedua,0.12813627953962453
rakyatuwitter,0.12813627953962453
deasanasya,0.12813627953962453
jcoodonut,0.12813627953962453
claudeloey,0.12813627953962453
medeeiia,0.12813627953962453
miliksanji,0.12813627953962453
thevirgogurl,0.12813627953962453
cutieb00n,0.12813627953962453
hee_3000,0.12813627953962453
hisspiyaya,0.12813627953962453
menyinarimuuu,0.12813627953962453
liltrasshy,0.12813627953962453
nolivepeople,0.12813627953962453
mbislie,0.12813627953962453
atlantijs,0.12813627953962453
k_wono1,0.12813627953962453
caffeinewin,0.12813627953962453
huffleloves,0.12813627953962453
qonitaarda,0.12813627953962453
bjyxxxxx20,0.12813627953962453
caandyyliciouss,0.12813627953962453
retnymala,0.12813627953962453
daveesjar,0.12813627953962453
mutiarutam131,0.12813627953962453
cinambis,0.12813627953962453
chemphysicsuck,0.12813627953962453
rhestudy,0.12813627953962453
insyaallahambis,0.12813627953962453
clarvrisa,0.12813627953962453
real____jjs,0.12813627953962453
pwtysntc,0.12813627953962453
schh22,0.12813627953962453
economixyz,0.12813627953962453
notiogic,0.12813627953962453
katakmengeong,0.12813627953962453
hanqyulgf,0.12813627953962453
hoshucark,0.12813627953962453
floerlilsuns,0.12675735104914734
chiayouu,0.12458191058013385
acciostoreofc,0.12366877058578658
whentheweather,0.12303507172192563
ssssharpay,0.12209660745492876
lawcobaambis,0.1216445740290434
dyieren,0.12159718619342631
adndnrd,0.12159718619342631
farambiss,0.12159718619342631
gitaputriastari,0.12159718619342631
bapakdomba,0.12150252119833607
gaaragtng,0.12140800348445172
dyoovr,0.12136079975059307
dansedansee,0.12136079975059307
theonlyokti,0.12136079975059307
peachyypickle,0.12100793834406876
nashiayamgeprek,0.12068044730660171
vkfluffy,0.12063380752020304
kamoomile,0.12058720376995377
brianbelajar,0.12058720376995377
abcdheyaa,0.12058720376995377
neologii,0.12058720376995377
cuwprint,0.12058720376995377
ljskkkx,0.12054063601410517
yongiepurple,0.12054063601410517
suyutifarid,0.12054063601410517
aracarbonaraa,0.12049410421097292
econoona,0.12049410421097292
peetassbread,0.12049410421097292
duniadatar,0.12049410421097292
is0cost,0.11651361588597438
audorebel,0.11644841520556813
panggilajazul,0.11640498861030221
msputraaz,0.11601560191731104
asteroid524,0.1143579325731912
arulertx,0.1143579325731912
flssfp,0.11406540360260382
evanescenzt,0.1135467358888779
mulberyiy,0.1135054461667365
papayavocadoes,0.1135054461667365
