Node,Closeness Centrality
hyaluronicacida,0.13800181750570845
yournaddy,0.13800181750570845
yolandpusvitasr,0.13800181750570845
stuudiv,0.13800181750570845
pweasev,0.13800181750570845
bobarlgrs,0.13800181750570845
flymejk,0.13800181750570845
yoooambiss,0.13800181750570845
fogbround,0.13800181750570845
aaajyya,0.13800181750570845
ratutorojoyo,0.13800181750570845
myeonchive,0.13800181750570845
yoursecret_t,0.13800181750570845
yoursiriusss,0.13800181750570845
yorobunzen,0.13800181750570845
zarschev,0.13800181750570845
addicttophysics,0.13800181750570845
hyejesaaa,0.13800181750570845
bbstrawberry25,0.13800181750570845
abccccika,0.13800181750570845
urheartbreakx,0.13800181750570845
tweetscognito,0.13800181750570845
urfavshuman,0.13800181750570845
rr4nd0mm,0.13800181750570845
tenriyyy_,0.13800181750570845
glinteayeah,0.13800181750570845
garistanpabawah,0.13800181750570845
peachyrahh,0.13800181750570845
sweetzjunhui,0.13800181750570845
____meenn,0.13800181750570845
sweetberrly,0.13800181750570845
gkprnhmnggvaway,0.13800181750570845
uwwiiix,0.13800181750570845
nadshevi,0.13800181750570845
harugracee,0.13800181750570845
hii_ishxyyy,0.13800181750570845
supergirllz,0.13800181750570845
arloaddict,0.13800181750570845
syaha_syaha,0.13800181750570845
tikusblonde,0.13800181750570845
monjicorp,0.13800181750570845
hi_andrii,0.13800181750570845
rrenjunh,0.13800181750570845
hmpneumothorax,0.13800181750570845
gbrl_pm,0.13800181750570845
geezmarklee,0.13800181750570845
90schan_,0.13800181750570845
pfmbahagia,0.13800181750570845
tayeolpark,0.13800181750570845
teafunnygeez,0.13800181750570845
biancallysta_,0.13800181750570845
ambispgnfk,0.13800181750570845
who_realizes,0.13800181750570845
whish3s,0.13800181750570845
nantikepikiran,0.13800181750570845
harimew,0.13800181750570845
geezrekk,0.13800181750570845
guepemilikakun,0.13800181750570845
mersieo,0.13800181750570845
theodore_rjndr,0.13800181750570845
theqids,0.13800181750570845
tesatesatesaa,0.13800181750570845
gembilgembulcom,0.13800181750570845
tetesown,0.13800181750570845
wintervkooo,0.13800181750570845
tidakbolehmalas,0.13800181750570845
lalastudyy,0.13800181750570845
wantitsobad,0.13800181750570845
nestleysya,0.13800181750570845
tolonksaltyinaq,0.13800181750570845
ndatawlah,0.13800181750570845
todayis_eyen,0.13800181750570845
rllazzz,0.13800181750570845
moonliqght1,0.13800181750570845
ulululluu,0.13800181750570845
pulchraeaaxxi,0.13800181750570845
romeobogeng,0.13800181750570845
mitharmn_,0.13800181750570845
minhyunglee283,0.13800181750570845
rilexnchillin,0.13800181750570845
perkdels,0.13800181750570845
todayis_chaaa,0.13800181750570845
urbebl0uffee,0.13800181750570845
minnnnnhoo,0.13800181750570845
minjyvers,0.13800181750570845
shotarozaki,0.13800181750570845
midosalsapfm_,0.13800181750570845
nesanjayyyy,0.13800181750570845
tomioxa,0.13800181750570845
winztersoldier,0.13800181750570845
pejuanggkuliah,0.13800181750570845
salmastruggle,0.13800181750570845
salturnuss,0.13800181750570845
psikolofi,0.13800181750570845
helloelf_,0.13800181750570845
heyitsm49878290,0.13800181750570845
neupuz,0.13800181750570845
naufalaal_,0.13800181750570845
1navihd,0.13800181750570845
renataagustin17,0.13800181750570845
hanjisss,0.13800181750570845
shatrawberry,0.13800181750570845
privateboba,0.13759561540925477
abcdheyaa,0.13758495817004718
glamoroustudy,0.13757430258158915
querencieaj,0.1375529963553879
sunkissed9_,0.13745719994842368
azizahkho1,0.1365799934594402
winwinsicheng28,0.1365799934594402
hallofalvi,0.1365799934594402
tibatibasenja,0.1365799934594402
matchataaa,0.1365799934594402
j3ndang,0.1365799934594402
nrtamaa,0.1365799934594402
orangcakep_,0.1365799934594402
esridarna,0.1365799934594402
jaeminwinner,0.1365799934594402
lyla59694649,0.1365799934594402
dsriendang,0.1365799934594402
tsaljayi,0.1365799934594402
tsalminn,0.1365799934594402
esrijuly,0.1365799934594402
bibaterflai,0.1365799934594402
bintangpaws,0.1365799934594402
strowberrye,0.1365799934594402
arimchauw,0.1365799934594402
nana_13200,0.1365799934594402
brntbewnnr1,0.1365799934594402
bisayugbisa_,0.1365799934594402
injunn06,0.1365799934594402
aljeannie_,0.1365799934594402
chewboca_,0.1365799934594402
sisye_,0.1365799934594402
akureliliscaloh,0.1365799934594402
bitnaridaisy,0.1365799934594402
singullier,0.1365799934594402
klarlna,0.1365799934594402
nervze,0.1365799934594402
lily71102677,0.1365799934594402
linling79712105,0.1365799934594402
luckygurlsss,0.1365799934594402
geuriwohadaa,0.1365799934594402
tchthesky,0.1365799934594402
yajiunpanda,0.1365799934594402
temennyawinwin,0.1365799934594402
99oosebumps,0.1365799934594402
taniki2627,0.1365799934594402
nadong65,0.1365799934594402
ayosemangat_,0.1365799934594402
__ishka,0.1365799934594402
rrararahel,0.1365799934594402
okeuy12,0.1365799934594402
paradise3v,0.1365799934594402
ismileumark,0.1365799934594402
yoonjeyi,0.13605693895017457
aisshmeee,0.13520774813011716
lovelifeyea,0.13517688113031573
nowsantuy,0.13479734367381083
albanofinzo,0.1347768888416904
sonofthesunnnn,0.13475644021646785
sisturmicinn,0.1338325468947095
starfess,0.13356085676191573
tiavintia,0.1330406976433103
khalifakinayaa1,0.1329212357777222
yoursmelodyy,0.13225816357184716
gyuravity,0.13214010227876807
isyanaa_a,0.13212044588571806
pasukanambis,0.13191440627754933
student_fess,0.13186544391162341
coretansederha2,0.13174808239512564
bertanyarl,0.131572431296458
jogmfs,0.131513984965831
yoriku7,0.13145559053751787
zeeuze,0.13126131640681882
akuuuuuuily,0.1312225304671256
n0ojamx,0.1312225304671256
knjsbrain,0.1312225304671256
raeambisbesok,0.1312225304671256
kerokeropieey,0.13120314609154882
peach_pjh,0.13120314609154882
intaeliigent,0.13120314609154882
hyunsuk_myboo,0.13120314609154882
holdingadress,0.13120314609154882
berniatambiss,0.13120314609154882
acetylenicarbon,0.13120314609154882
onyourm__aerk,0.13120314609154882
p6ckyy,0.13120314609154882
lazuuuu_,0.13120314609154882
zaaaerizen,0.13120314609154882
pospayofficial,0.13120314609154882
skyslight_,0.13120314609154882
peachysjjj,0.13120314609154882
jakepiee,0.13120314609154882
nanas_malas,0.13116439451624304
plstmnrljgnnemu,0.13114502731144181
ruangbacoot,0.13112566582516272
semangattbljr22,0.13110631005487336
adjifir63639005,0.13110631005487336
pastiambis,0.13110631005487336
jualanmurcee,0.13110631005487336
kasur80juta,0.13110631005487336
kdoydoyi,0.13110631005487336
asdfghaidar,0.1310869599980429
originaldirga,0.1310869599980429
agungri33193124,0.1310869599980429
wildwestosprey,0.1310869599980429
notge0n,0.1310869599980429
gadinn_,0.1310869599980429
satpam_kmplk,0.1310869599980429
clorophhyl,0.1310869599980429
ambisss1,0.1310869599980429
fallinsprings,0.1310869599980429
fizaee1,0.1310869599980429
studywithsa,0.1310869599980429
mowgyli,0.1310869599980429
menyinarimuuu,0.1310869599980429
silverqueern,0.1310869599980429
jihanbelva,0.1310869599980429
vermmouht,0.1310869599980429
ehapayabingung,0.1310869599980429
tsavahna,0.1310869599980429
hotiecutiee,0.1310869599980429
sachareene,0.13106761565214192
siriuuvs,0.13106761565214192
__shevaa,0.13106761565214192
mhhhrnnn,0.13106761565214192
sushienaktauu,0.13106761565214192
syawalyani,0.13106761565214192
schh22,0.13106761565214192
salm00wnz,0.13106761565214192
127zenlvoe,0.13106761565214192
raamaryu,0.13106761565214192
siwonsself,0.13106761565214192
neverasktoborn,0.13106761565214192
siodys,0.13106761565214192
retnymala,0.13106761565214192
singkitdiary,0.13106761565214192
mingmingiess,0.13106761565214192
sheilahy26,0.13106761565214192
minicroffle,0.13106761565214192
rhestudy,0.13106761565214192
real____jjs,0.13106761565214192
nawasenaa,0.13106761565214192
miliksanji,0.13106761565214192
pwtysntc,0.13106761565214192
qonitaarda,0.13106761565214192
serenadefor_2,0.13106761565214192
watanabehera,0.13106761565214192
rahareuu,0.13106761565214192
treasurepacarku,0.13106761565214192
tineluvs,0.13106761565214192
wouchenende,0.13106761565214192
urmumsovogue,0.13106761565214192
woyayten,0.13106761565214192
yuezuu,0.13106761565214192
bcsyoucan,0.13106761565214192
rasyaalvaro146,0.13106761565214192
vrlsh12,0.13106761565214192
rarariira,0.13106761565214192
wajibngambisbgt,0.13106761565214192
zoastudy,0.13106761565214192
vinmoriarty,0.13106761565214192
virida123,0.13106761565214192
xyzstdy,0.13106761565214192
xsoarcist,0.13106761565214192
xryqzaa,0.13106761565214192
xrrava,0.13106761565214192
youngie89s,0.13106761565214192
myogabhtr,0.13106761565214192
yoorinae,0.13106761565214192
mutiarutam131,0.13106761565214192
yookjaldovv,0.13106761565214192
nafarezabc,0.13106761565214192
yonkcheese,0.13106761565214192
nadiyahsalsa7,0.13106761565214192
nolivepeople,0.13106761565214192
naif08916389,0.13106761565214192
dobbydance,0.13106761565214192
poortatoess,0.13106761565214192
btcshsopps,0.13106761565214192
buc1njunkyu,0.13106761565214192
chaerlctte,0.13106761565214192
cfcboks,0.13106761565214192
medeeiia,0.13106761565214192
cemangatyu,0.13106761565214192
callmekelee,0.13106761565214192
caandyyliciouss,0.13106761565214192
plzmau,0.13106761565214192
pluviluv,0.13106761565214192
cccloudyjeon,0.13106761565214192
plumpyhumpy,0.13106761565214192
est_studacc,0.13106761565214192
mbislie,0.13106761565214192
euphcrixq,0.13106761565214192
prieztoujours,0.13106761565214192
evaeevaee,0.13106761565214192
luvvuuuuu,0.13106761565214192
ekonomiui,0.13106761565214192
delapus11539704,0.13106761565214192
mash_suk,0.13106761565214192
desemberceriaaa,0.13106761565214192
deellyyn_,0.13106761565214192
matchainlove,0.13106761565214192
dhaver12,0.13106761565214192
deasanasya,0.13106761565214192
martanetlue,0.13106761565214192
aiseeeya,0.13106761565214192
crackyclouds,0.13106761565214192
na_jaemann0813,0.13106761565214192
stinkyiss,0.13106761565214192
tanfullsun,0.13106761565214192
daveesjar,0.13106761565214192
tatahhaha,0.13106761565214192
teletubii,0.13106761565214192
tel0renak,0.13106761565214192
namichigosipo,0.13106761565214192
ambissutbk22,0.13106761565214192
stfux13,0.13106761565214192
ambisfebui2022,0.13106761565214192
starlight_ok,0.13106761565214192
soontobegamada,0.13106761565214192
amazinkkkppl,0.13106761565214192
somyix,0.13106761565214192
am0yie,0.13106761565214192
liltrasshy,0.13106761565214192
peachtachioo,0.13106761565214192
clarvrisa,0.13106761565214192
lovelalata,0.13106761565214192
cinambis,0.13106761565214192
claudeloey,0.13106761565214192
cleolearn,0.13106761565214192
clownhater0,0.13106761565214192
leemedamn,0.13106761565214192
leohyuck,0.13106761565214192
clevereonjwin,0.13106761565214192
chemphysicsuck,0.13106761565214192
choihyun_trsr,0.13106761565214192
cutieb00n,0.13106761565214192
spajabole,0.13106761565214192
rumanizz,0.13106761565214192
allouttrick,0.13106761565214192
katakmengeong,0.13106761565214192
insyaallahambis,0.13106761565214192
seetayz,0.13106761565214192
fancykiddos,0.13106761565214192
farihmuwaffaq,0.13106761565214192
hiphiphura123,0.13106761565214192
gwiyuomi,0.13106761565214192
yourcrush_babe,0.13106761565214192
bumbubucin,0.13106761565214192
khongguanmerah,0.13106761565214192
thevirgogurl,0.13106761565214192
kkrruunnn,0.13106761565214192
kryangkedua,0.13106761565214192
gutkkie,0.13106761565214192
ttttaacaa,0.13106761565214192
k_wono1,0.13106761565214192
punyaaacaca,0.13106761565214192
junkyuties9,0.13106761565214192
junkyuo9oo,0.13106761565214192
jenoseno,0.13106761565214192
indracatra,0.13106761565214192
inikayeshaa,0.13106761565214192
itsjssiidh,0.13106761565214192
j00nkyu,0.13106761565214192
notiogic,0.13106761565214192
apadalamhati,0.13106761565214192
azzahra_ditaaa,0.13106761565214192
huffleloves,0.13106761565214192
ay47154314,0.13106761565214192
hisspiyaya,0.13106761565214192
atlantijs,0.13106761565214192
jcoodonut,0.13106761565214192
orchxid,0.13106761565214192
forsilkstar,0.13106761565214192
jenivir12,0.13106761565214192
jjaooi,0.13106761565214192
jjapchaee,0.13106761565214192
jeprogress,0.13106761565214192
imdoinothing,0.13106761565214192
ichinisanvier,0.13106761565214192
iamfishtime,0.13106761565214192
flyngmoon1,0.13106761565214192
nnaanaj,0.13106761565214192
kosonganrev,0.13106761565214192
hoshucark,0.13106761565214192
bjyxxxxx20,0.13106761565214192
balsemgoreng,0.13106761565214192
habbitsread,0.13106761565214192
baerinayoo,0.13106761565214192
geprekimpor,0.13106761565214192
hee_3000,0.13106761565214192
rakyatuwitter,0.13106761565214192
gesschehen,0.13106761565214192
barranarendra1,0.13106761565214192
gtwsypp,0.13106761565214192
girlieeest,0.13106761565214192
blueebies,0.13106761565214192
hanqyulgf,0.13106761565214192
bandottp,0.13106761565214192
gimmethestars,0.13106761565214192
babyonta26,0.13106761565214192
glitterjk_,0.13106761565214192
blackswankyle,0.13106761565214192
greenteahazelnt,0.13106761565214192
caffeinewin,0.13106761565214192
banannauyu,0.13106761565214192
moonareas,0.13054746784254276
sygfess,0.12987931526895366
ssophrosynee,0.12985083296297362
haecassia,0.1297275538547783
selbieya,0.1297275538547783
collegefs,0.1296991380646524
shourtcakee,0.12960450860451475
undipmenfess,0.1293120328261978
hiyifa,0.12930262009997665
vvanstud,0.12929320874397549
yobisayo5,0.12922736759300738
yungnikiii,0.1291897741769803
l0v3stostudy,0.12917098566997376
suckcietyy,0.12907712504966423
studywithna,0.12898340073580303
nadaaraxx,0.1289272314511162
exoismylope,0.1289272314511162
idyllicarea,0.1289272314511162
xrasqyz,0.1289272314511162
aeitzyi,0.1289272314511162
onebeauty_id,0.12880569900177502
yapengenngambis,0.1286471172460515
kejapey,0.128581932315127
niceniecesix,0.1285633201804646
fentisarah1,0.12839605312132124
summerrrrbreeze,0.1283774947556175
langfess,0.1283682175844399
areajulid,0.12835894175399082
browniefluffy,0.12833112230410917
englishfess_,0.12833112230410917
lovemaze52,0.12825699602407792
nephthysx,0.12824773625972705
mynameistaniaa,0.12823847783233316
jekekk98,0.12823847783233316
dreamnforward,0.12820145748653863
jejosephh,0.12812748088094916
ssefnum,0.12812748088094916
pxercys,0.12812748088094916
